Rank,Gender,Caste,College_Branch
112167,M,BC_B,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - EVT
118004,M,BC_E,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - EVT
118283,F,BC_A,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - CSE
125503,M,OC,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - EVT
126714,M,BC_A,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - EVT
127477,M,SC,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - EVT
128195,M,BC_D,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - EVT
130022,M,OC,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
133653,M,ST,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
137366,F,BC_B,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - CSE
141929,F,BC_E,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - CSE
142797,M,BC_B,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
143528,M,BC_E,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
144032,F,BC_D,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - CSE
145910,F,OC,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - CSE
146011,M,BC_A,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
148857,M,BC_D,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
150766,F,SC,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - CSE
151518,M,SC,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY - MEC
5806,F,SC,NARAYANA ENGINEERING COLLEGE - CAI
14104,F,BC_E,NARAYANA ENGINEERING COLLEGE - CAI
19570,F,BC_D,NARAYANA ENGINEERING COLLEGE - CAI
21428,F,BC_A,NARAYANA ENGINEERING COLLEGE - CAI
21701,F,OC,NARAYANA ENGINEERING COLLEGE - CAI
21810,F,BC_B,NARAYANA ENGINEERING COLLEGE - CAI
22173,F,BC_D,NARAYANA ENGINEERING COLLEGE - CIV
22830,F,BC_E,NARAYANA ENGINEERING COLLEGE - CIV
23372,F,OC,NARAYANA ENGINEERING COLLEGE - CIV
23975,F,BC_A,NARAYANA ENGINEERING COLLEGE - CIV
24375,F,BC_B,NARAYANA ENGINEERING COLLEGE - CIV
28358,F,BC_D,NARAYANA ENGINEERING COLLEGE - CSD
32748,F,BC_E,NARAYANA ENGINEERING COLLEGE - CSD
32836,F,SC,NARAYANA ENGINEERING COLLEGE - CSD
33171,F,OC,NARAYANA ENGINEERING COLLEGE - CSD
33197,F,BC_B,NARAYANA ENGINEERING COLLEGE - CSD
33342,F,BC_A,NARAYANA ENGINEERING COLLEGE - CSD
39544,M,BC_E,NARAYANA ENGINEERING COLLEGE - ECA
40424,M,BC_B,NARAYANA ENGINEERING COLLEGE - ECA
77072,F,BC_C,NARAYANA ENGINEERING COLLEGE - CSE
83664,M,BC_C,NARAYANA ENGINEERING COLLEGE - ECE
90746,M,ST,NARAYANA ENGINEERING COLLEGE - ECE
95351.1,F,BC_E,NARAYANA ENGINEERING COLLEGE - CSE
101941,M,BC_D,NARAYANA ENGINEERING COLLEGE - ECE
102106,F,OC,NARAYANA ENGINEERING COLLEGE - CSE
102662,F,BC_A,NARAYANA ENGINEERING COLLEGE - CSE
104038,M,BC_A,NARAYANA ENGINEERING COLLEGE - ECE
104109,F,ST,NARAYANA ENGINEERING COLLEGE - CSE
104231,F,BC_B,NARAYANA ENGINEERING COLLEGE - CSE
104630,F,BC_D,NARAYANA ENGINEERING COLLEGE - CSE
104671,F,SC,NARAYANA ENGINEERING COLLEGE - CSE
105797,M,OC,NARAYANA ENGINEERING COLLEGE - ECE
106094,M,SC,NARAYANA ENGINEERING COLLEGE - ECE
106210,M,BC_B,NARAYANA ENGINEERING COLLEGE - ECE
106322,M,BC_E,NARAYANA ENGINEERING COLLEGE - ECE
108717,M,BC_C,NARAYANA ENGINEERING COLLEGE - EEE
116674,M,BC_E,NARAYANA ENGINEERING COLLEGE - EEE
116817,M,BC_B,NARAYANA ENGINEERING COLLEGE - EEE
117329,M,OC,NARAYANA ENGINEERING COLLEGE - EEE
118462,M,ST,NARAYANA ENGINEERING COLLEGE - EEE
121005,M,BC_D,NARAYANA ENGINEERING COLLEGE - EEE
121257,M,BC_A,NARAYANA ENGINEERING COLLEGE - EEE
121661,M,SC,NARAYANA ENGINEERING COLLEGE - EEE
141383,F,OC,NARAYANA ENGINEERING COLLEGE - CSM
141445,F,BC_E,NARAYANA ENGINEERING COLLEGE - CSM
143207,M,BC_E,NARAYANA ENGINEERING COLLEGE - EVT
143579,F,ST,NARAYANA ENGINEERING COLLEGE - CSM
144172,M,SC,NARAYANA ENGINEERING COLLEGE - EVT
144438,M,BC_A,NARAYANA ENGINEERING COLLEGE - EVT
144528,M,BC_B,NARAYANA ENGINEERING COLLEGE - EVT
144676,M,OC,NARAYANA ENGINEERING COLLEGE - EVT
145751,M,ST,NARAYANA ENGINEERING COLLEGE - EVT
145765,M,BC_D,NARAYANA ENGINEERING COLLEGE - EVT
145828,M,OC,NARAYANA ENGINEERING COLLEGE - MEC
146120,F,BC_B,NARAYANA ENGINEERING COLLEGE - CSM
146587,M,BC_B,NARAYANA ENGINEERING COLLEGE - MEC
146811,F,BC_D,NARAYANA ENGINEERING COLLEGE - CSM
146865,F,BC_A,NARAYANA ENGINEERING COLLEGE - CSM
147057,F,SC,NARAYANA ENGINEERING COLLEGE - CSM
148053,F,BC_D,NARAYANA ENGINEERING COLLEGE - ECA
148437,F,BC_A,NARAYANA ENGINEERING COLLEGE - ECA
149511,M,BC_E,NARAYANA ENGINEERING COLLEGE - MEC
149626,F,SC,NARAYANA ENGINEERING COLLEGE - ECA
149947,M,ST,NARAYANA ENGINEERING COLLEGE - MEC
149962,F,OC,NARAYANA ENGINEERING COLLEGE - ECA
150077,M,SC,NARAYANA ENGINEERING COLLEGE - MEC
56009.1,M,OC,NARAYANADRI INST OF SCI TECHNOLOGY - CSE
121184,M,BC_A,NARAYANADRI INST OF SCI TECHNOLOGY - CSE
33755,F,ST,NARSARAOPETA ENGINEERING COLLEGE - AIM
34936,F,SC,NARSARAOPETA ENGINEERING COLLEGE - AIM
35386,F,BC_B,NARSARAOPETA ENGINEERING COLLEGE - AIM
37863,F,BC_A,NARSARAOPETA ENGINEERING COLLEGE - AIM
38719,F,BC_E,NARSARAOPETA ENGINEERING COLLEGE - AIM
38784,F,OC,NARSARAOPETA ENGINEERING COLLEGE - AIM
38882,F,BC_D,NARSARAOPETA ENGINEERING COLLEGE - AIM
57265,F,BC_E,NARSARAOPETA ENGINEERING COLLEGE - CAI
58324,F,SC,NARSARAOPETA ENGINEERING COLLEGE - CAI
58525,F,BC_B,NARSARAOPETA ENGINEERING COLLEGE - CAI
59322,F,OC,NARSARAOPETA ENGINEERING COLLEGE - CAI
59416,F,BC_A,NARSARAOPETA ENGINEERING COLLEGE - CAI
59789,F,BC_D,NARSARAOPETA ENGINEERING COLLEGE - CAI
60260,F,BC_B,NARSARAOPETA ENGINEERING COLLEGE - CIV
61268,F,BC_D,NARSARAOPETA ENGINEERING COLLEGE - CIV
61526,F,OC,NARSARAOPETA ENGINEERING COLLEGE - CIV
63726,F,SC,NARSARAOPETA ENGINEERING COLLEGE - CSC
67229,F,ST,NARSARAOPETA ENGINEERING COLLEGE - CSC
68780,F,BC_D,NARSARAOPETA ENGINEERING COLLEGE - CSC
68785,F,BC_B,NARSARAOPETA ENGINEERING COLLEGE - CSC
69367,F,BC_A,NARSARAOPETA ENGINEERING COLLEGE - CSC
70136,F,BC_E,NARSARAOPETA ENGINEERING COLLEGE - CSC
70144,M,BC_E,NARSARAOPETA ENGINEERING COLLEGE - CSM
71285,F,OC,NARSARAOPETA ENGINEERING COLLEGE - CSC
72980,M,OC,NARSARAOPETA ENGINEERING COLLEGE - CSM
73014,M,BC_B,NARSARAOPETA ENGINEERING COLLEGE - CSM
73321,M,BC_A,NARSARAOPETA ENGINEERING COLLEGE - CSM
73673,M,SC,NARSARAOPETA ENGINEERING COLLEGE - CSM
73777,M,BC_D,NARSARAOPETA ENGINEERING COLLEGE - CSM
81563,F,BC_B,NARSARAOPETA ENGINEERING COLLEGE - CSD
82300,F,BC_E,NARSARAOPETA ENGINEERING COLLEGE - CSD
82880,F,OC,NARSARAOPETA ENGINEERING COLLEGE - CSD
83264,F,SC,NARSARAOPETA ENGINEERING COLLEGE - CSD
83295,F,BC_D,NARSARAOPETA ENGINEERING COLLEGE - CSD
83300,F,BC_A,NARSARAOPETA ENGINEERING COLLEGE - CSD
111425,M,BC_E,NARSARAOPETA ENGINEERING COLLEGE - ECE
113252,M,OC,NARSARAOPETA ENGINEERING COLLEGE - ECE
116124,M,ST,NARSARAOPETA ENGINEERING COLLEGE - ECE
117146,M,BC_A,NARSARAOPETA ENGINEERING COLLEGE - ECE
119109,M,BC_B,NARSARAOPETA ENGINEERING COLLEGE - ECE
120332,M,SC,NARSARAOPETA ENGINEERING COLLEGE - ECE
120459,M,BC_D,NARSARAOPETA ENGINEERING COLLEGE - ECE
121787,M,OC,NARSARAOPETA ENGINEERING COLLEGE - EEE
121830,M,BC_E,NARSARAOPETA ENGINEERING COLLEGE - EEE
124323,M,BC_A,NARSARAOPETA ENGINEERING COLLEGE - EEE
124856,M,ST,NARSARAOPETA ENGINEERING COLLEGE - EEE
125245,M,BC_D,NARSARAOPETA ENGINEERING COLLEGE - EEE
126565,M,BC_B,NARSARAOPETA ENGINEERING COLLEGE - EEE
127228,M,SC,NARSARAOPETA ENGINEERING COLLEGE - EEE
132132,M,BC_D,NARSARAOPETA ENGINEERING COLLEGE - INF
135004,F,BC_B,NARSARAOPETA ENGINEERING COLLEGE - CSE
137302,F,OC,NARSARAOPETA ENGINEERING COLLEGE - CSE
141597,M,ST,NARSARAOPETA ENGINEERING COLLEGE - INF
142944,F,BC_E,NARSARAOPETA ENGINEERING COLLEGE - CSE
145258,F,BC_A,NARSARAOPETA ENGINEERING COLLEGE - CSE
145335,M,BC_E,NARSARAOPETA ENGINEERING COLLEGE - INF
148324,F,ST,NARSARAOPETA ENGINEERING COLLEGE - CSE
149133,M,BC_B,NARSARAOPETA ENGINEERING COLLEGE - INF
150156,M,BC_A,NARSARAOPETA ENGINEERING COLLEGE - INF
150231,M,OC,NARSARAOPETA ENGINEERING COLLEGE - INF
150737,M,SC,NARSARAOPETA ENGINEERING COLLEGE - INF
150970,M,BC_B,NARSARAOPETA ENGINEERING COLLEGE - MEC
151170,F,BC_D,NARSARAOPETA ENGINEERING COLLEGE - CSE
151269,F,SC,NARSARAOPETA ENGINEERING COLLEGE - CSE
151484,M,SC,NARSARAOPETA ENGINEERING COLLEGE - MEC
34274,F,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
41913,M,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSM
45484,M,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSM
46672,M,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSM
47112,M,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSM
47717,M,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSM
48645,M,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSM
48690,F,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
49076,F,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
51841,F,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
51953,F,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
52187,F,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
52432.1,F,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - AID
52562,F,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CIV
53221,F,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CIV
53300,F,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
61307.1,F,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
65707,F,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
65974,F,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
66267,F,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
66378,F,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
66546,F,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSD
81046,M,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
88830,M,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
88885,M,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
89180,F,BC_C,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
98359,M,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
98610.1,M,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
98623.1,M,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
98684,M,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - ECE
102033,M,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
104987,M,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
107863,M,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
108197,M,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
109596,M,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
109727,M,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
110073,M,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - EEE
121144,M,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
122255,F,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
124136,F,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
127863,M,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
129389,M,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
130524,M,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
132725,F,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
135345,M,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
135415,F,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
135639,M,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
136812,M,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - INF
138497,M,BC_D,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
139748,M,ST,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
141886,M,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
143194,F,BC_E,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
147614,M,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
148981,F,BC_A,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
149327,M,OC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
150552,M,BC_B,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
151349,F,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - CSE
151471,M,SC,NBKR INSTITUTE OF SCI. AND TECHNOLOGY - MEC
135052,M,BC_B,NEWTON INSTITUTE OF ENGINEERING - CSE
135678,M,ST,NEWTON INSTITUTE OF ENGINEERING - CSE
136656,F,BC_D,NEWTON INSTITUTE OF ENGINEERING - CSE
138629,M,OC,NEWTON INSTITUTE OF ENGINEERING - CSM
140960,M,SC,NEWTON INSTITUTE OF ENGINEERING - CSM
142275,F,OC,NEWTON INSTITUTE OF ENGINEERING - CSE
142422,M,BC_E,NEWTON INSTITUTE OF ENGINEERING - CSM
143146,M,BC_A,NEWTON INSTITUTE OF ENGINEERING - CSM
143206,M,ST,NEWTON INSTITUTE OF ENGINEERING - CSM
143270,M,BC_B,NEWTON INSTITUTE OF ENGINEERING - CSM
143488,M,BC_D,NEWTON INSTITUTE OF ENGINEERING - CSM
143618,F,BC_A,NEWTON INSTITUTE OF ENGINEERING - CSE
149030,M,BC_E,NEWTON INSTITUTE OF ENGINEERING - ECE
149065,M,BC_D,NEWTON INSTITUTE OF ENGINEERING - ECE
149683,M,OC,NEWTON INSTITUTE OF ENGINEERING - ECE
149867,M,BC_B,NEWTON INSTITUTE OF ENGINEERING - ECE
150288,F,SC,NEWTON INSTITUTE OF ENGINEERING - CSE
150322,F,BC_E,NEWTON INSTITUTE OF ENGINEERING - CSE
150460,M,ST,NEWTON INSTITUTE OF ENGINEERING - ECE
150710,M,BC_A,NEWTON INSTITUTE OF ENGINEERING - ECE
151202,M,SC,NEWTON INSTITUTE OF ENGINEERING - ECE
151613,M,ST,NEWTON INSTITUTE OF ENGINEERING - EEE
96409,F,BC_A,NEWTONS INST OF SCI AND TECH - CIV
142961,M,BC_D,NEWTONS INST OF SCI AND TECH - CSE
144277,F,BC_E,NEWTONS INST OF SCI AND TECH - CSE
144386,M,BC_B,NEWTONS INST OF SCI AND TECH - CSE
145213,M,OC,NEWTONS INST OF SCI AND TECH - CSE
145515,M,BC_A,NEWTONS INST OF SCI AND TECH - CSE
147748,F,SC,NEWTONS INST OF SCI AND TECH - CSE
148896,M,OC,NEWTONS INST OF SCI AND TECH - ECE
150762,M,ST,NEWTONS INST OF SCI AND TECH - ECE
150920,M,BC_D,NEWTONS INST OF SCI AND TECH - ECE
151144,M,BC_A,NEWTONS INST OF SCI AND TECH - ECE
151581,M,SC,NEWTONS INST OF SCI AND TECH - ECE
82257,F,BC_D,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSD
91179,F,OC,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSD
138969,F,BC_E,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSE
141642,M,OC,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSE
142800,M,BC_B,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSE
143853,M,BC_D,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSE
144821,F,SC,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSE
146176,M,OC,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSM
146287,M,BC_E,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSM
146500,M,BC_B,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSM
149183,F,BC_A,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSE
149271,M,BC_A,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSM
150408,M,SC,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - CSM
151768,M,SC,NIMRA COLLEGE OF ENGG AND TECHNOLOGY - ECE
108143,F,OC,NOVA COLLEGE OF ENGG. AND TECHNOLOGY - AI
131841,M,BC_B,NOVA COLLEGE OF ENGG. AND TECHNOLOGY - CSE
1723,F,OC,NRI INSTITUTE OF TECHNOLOGY - AIM
33718,F,SC,NRI INSTITUTE OF TECHNOLOGY - AIM
39552,F,BC_E,NRI INSTITUTE OF TECHNOLOGY - AIM
42624,F,BC_B,NRI INSTITUTE OF TECHNOLOGY - AIM
43036,F,BC_A,NRI INSTITUTE OF TECHNOLOGY - AIM
43513,F,BC_D,NRI INSTITUTE OF TECHNOLOGY - AIM
43624,F,OC,NRI INSTITUTE OF TECHNOLOGY - AIM
45081,F,OC,NRI INSTITUTE OF TECHNOLOGY - CIV
46684,F,ST,NRI INSTITUTE OF TECHNOLOGY - CSD
56062,M,OC,NRI INSTITUTE OF TECHNOLOGY - CSM
56708,M,BC_E,NRI INSTITUTE OF TECHNOLOGY - CSM
57564,M,BC_D,NRI INSTITUTE OF TECHNOLOGY - CSM
62790,F,BC_B,NRI INSTITUTE OF TECHNOLOGY - CSD
63043,F,BC_A,NRI INSTITUTE OF TECHNOLOGY - CSD
63498,M,BC_C,NRI INSTITUTE OF TECHNOLOGY - ECE
64661,F,SC,NRI INSTITUTE OF TECHNOLOGY - CSD
64663,F,BC_E,NRI INSTITUTE OF TECHNOLOGY - CSD
64701,F,OC,NRI INSTITUTE OF TECHNOLOGY - CSD
64930,F,BC_D,NRI INSTITUTE OF TECHNOLOGY - CSD
70735,F,BC_C,NRI INSTITUTE OF TECHNOLOGY - CSE
73811,M,ST,NRI INSTITUTE OF TECHNOLOGY - ECE
90822,M,BC_E,NRI INSTITUTE OF TECHNOLOGY - ECE
93455,M,OC,NRI INSTITUTE OF TECHNOLOGY - ECE
94504,M,BC_D,NRI INSTITUTE OF TECHNOLOGY - ECE
94872,M,BC_A,NRI INSTITUTE OF TECHNOLOGY - ECE
95848,M,SC,NRI INSTITUTE OF TECHNOLOGY - ECE
96571,M,BC_B,NRI INSTITUTE OF TECHNOLOGY - ECE
97462,M,ST,NRI INSTITUTE OF TECHNOLOGY - EEE
100348,F,BC_B,NRI INSTITUTE OF TECHNOLOGY - CSE
100926,F,BC_D,NRI INSTITUTE OF TECHNOLOGY - CSE
102600,F,OC,NRI INSTITUTE OF TECHNOLOGY - CSE
104136,F,SC,NRI INSTITUTE OF TECHNOLOGY - CSE
105322,F,ST,NRI INSTITUTE OF TECHNOLOGY - CSE
105841,F,BC_E,NRI INSTITUTE OF TECHNOLOGY - CSE
106257,F,BC_A,NRI INSTITUTE OF TECHNOLOGY - CSE
106336,M,BC_A,NRI INSTITUTE OF TECHNOLOGY - EEE
110352,M,OC,NRI INSTITUTE OF TECHNOLOGY - EEE
110640,M,BC_C,NRI INSTITUTE OF TECHNOLOGY - EEE
113237,M,BC_B,NRI INSTITUTE OF TECHNOLOGY - EEE
113603,M,SC,NRI INSTITUTE OF TECHNOLOGY - EEE
113839,M,BC_E,NRI INSTITUTE OF TECHNOLOGY - EEE
114016,M,BC_D,NRI INSTITUTE OF TECHNOLOGY - EEE
118568,F,BC_D,NRI INSTITUTE OF TECHNOLOGY - CSER
119703,M,BC_E,NRI INSTITUTE OF TECHNOLOGY - INF
121167,F,BC_E,NRI INSTITUTE OF TECHNOLOGY - CSER
121168,F,ST,NRI INSTITUTE OF TECHNOLOGY - CSER
128996,F,BC_A,NRI INSTITUTE OF TECHNOLOGY - CSER
129018,F,OC,NRI INSTITUTE OF TECHNOLOGY - CSER
131631,F,BC_B,NRI INSTITUTE OF TECHNOLOGY - CSER
132341,F,SC,NRI INSTITUTE OF TECHNOLOGY - CSER
135943,F,BC_A,NRI INSTITUTE OF TECHNOLOGY - CSM
136156,M,OC,NRI INSTITUTE OF TECHNOLOGY - INF
138032,M,BC_C,NRI INSTITUTE OF TECHNOLOGY - INF
138543,M,BC_D,NRI INSTITUTE OF TECHNOLOGY - INF
139818,M,ST,NRI INSTITUTE OF TECHNOLOGY - INF
140603,F,BC_B,NRI INSTITUTE OF TECHNOLOGY - CSM
141569,F,ST,NRI INSTITUTE OF TECHNOLOGY - CSM
144871,M,BC_A,NRI INSTITUTE OF TECHNOLOGY - INF
145772,M,SC,NRI INSTITUTE OF TECHNOLOGY - INF
146928,M,BC_B,NRI INSTITUTE OF TECHNOLOGY - INF
149415,M,BC_B,NRI INSTITUTE OF TECHNOLOGY - MEC
149434,M,BC_E,NRI INSTITUTE OF TECHNOLOGY - MEC
149843,F,SC,NRI INSTITUTE OF TECHNOLOGY - CSM
150642,M,ST,NRI INSTITUTE OF TECHNOLOGY - MEC
150974,M,BC_D,NRI INSTITUTE OF TECHNOLOGY - MEC
151699,M,SC,NRI INSTITUTE OF TECHNOLOGY - MEC
57708,F,BC_E,NRI INSTT OF TECHNOLOGY - AIM
68171,M,BC_C,NRI INSTT OF TECHNOLOGY - CSD
76819,F,SC,NRI INSTT OF TECHNOLOGY - AIM
83825,F,BC_A,NRI INSTT OF TECHNOLOGY - AIM
85405,F,OC,NRI INSTT OF TECHNOLOGY - AIM
86052,F,BC_D,NRI INSTT OF TECHNOLOGY - AIM
87650,F,OC,NRI INSTT OF TECHNOLOGY - CIV
102401,M,BC_E,NRI INSTT OF TECHNOLOGY - CSE
104672,M,ST,NRI INSTT OF TECHNOLOGY - CSE
105610,M,OC,NRI INSTT OF TECHNOLOGY - CSE
105852,M,BC_D,NRI INSTT OF TECHNOLOGY - CSE
105933,M,SC,NRI INSTT OF TECHNOLOGY - CSE
106020,M,BC_B,NRI INSTT OF TECHNOLOGY - CSE
106225,M,BC_A,NRI INSTT OF TECHNOLOGY - CSE
116296,F,ST,NRI INSTT OF TECHNOLOGY - CSD
118917,M,BC_C,NRI INSTT OF TECHNOLOGY - ECE
124270,M,ST,NRI INSTT OF TECHNOLOGY - ECE
127594,M,BC_E,NRI INSTT OF TECHNOLOGY - ECE
129843,M,BC_B,NRI INSTT OF TECHNOLOGY - ECE
129918,M,BC_D,NRI INSTT OF TECHNOLOGY - ECE
130305,M,BC_A,NRI INSTT OF TECHNOLOGY - ECE
130434,M,SC,NRI INSTT OF TECHNOLOGY - ECE
130633,M,OC,NRI INSTT OF TECHNOLOGY - ECE
134939,M,BC_D,NRI INSTT OF TECHNOLOGY - EVT
140211,M,SC,NRI INSTT OF TECHNOLOGY - EVT
141670,M,OC,NRI INSTT OF TECHNOLOGY - EVT
141933,M,BC_E,NRI INSTT OF TECHNOLOGY - EVT
142483,M,BC_A,NRI INSTT OF TECHNOLOGY - EVT
142926,M,BC_B,NRI INSTT OF TECHNOLOGY - EVT
143610,M,ST,NRI INSTT OF TECHNOLOGY - EVT
146398,F,BC_E,NRI INSTT OF TECHNOLOGY - CSD
146956,F,SC,NRI INSTT OF TECHNOLOGY - CSD
148329,M,BC_A,NRI INSTT OF TECHNOLOGY - INF
148703,F,OC,NRI INSTT OF TECHNOLOGY - CSD
148894,F,BC_D,NRI INSTT OF TECHNOLOGY - CSD
149880,F,BC_B,NRI INSTT OF TECHNOLOGY - CSD
150121,M,BC_B,NRI INSTT OF TECHNOLOGY - INF
150617,F,BC_A,NRI INSTT OF TECHNOLOGY - CSD
150994,M,BC_D,NRI INSTT OF TECHNOLOGY - INF
151693,M,ST,NRI INSTT OF TECHNOLOGY - INF
151771,M,SC,NRI INSTT OF TECHNOLOGY - INF
36636,F,BC_E,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - AIM
40918,F,SC,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - AIM
49082,F,BC_B,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - AIM
50843,F,BC_D,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - AIM
51025,F,BC_A,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - AIM
51051,F,OC,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - AIM
62267.1,M,ST,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - CSO
70520,F,SC,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - CAI
70541,F,BC_C,P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI. - CAI
